Mnemonic,Type,Packet,bit_byte
VRMFAOMYT,S14,APID0773,/0226:2-15
VRMFAOPXT,S14,APID0773,/0228:2-15
VRMFABHPXMZT,S14,APID0773,/0230:2-15
VRMFABHMXPZT,S14,APID0773,/0232:2-15
VRMFSRMZT,S14,APID0773,/0234:2-15
VRMFSRPZT,S14,APID0773,/0236:2-15
VRMFNRPXMYT,S14,APID0773,/0238:2-15
VRMFNRMXPYT,S14,APID0773,/0240:2-15
VRMFHAMBHT,S14,APID0773,/0242:2-15
VRMFBHPYT,S14,APID0773,/0244:2-15
VRMFFMBHCTRT,S14,APID0773,/0246:2-15
VRMFSCBHMYT,S14,APID0773,/0248:2-15
VRMFSCMXPZT,S14,APID0773,/0250:2-15
VRMFSCMXMZT,S14,APID0773,/0252:2-15
VRMFSBFLPZT,S14,APID0773,/0254:2-15
VRMFSBFLMZT,S14,APID0773,/0256:2-15
VRMFKM2MXPYT,S14,APID0773,/0258:2-15
VRMFKM2NXNYT,S14,APID0773,/0260:2-15
VRMFKM1PXMYT,S14,APID0773,/0262:2-15
VRMFKM2PXPYT,S14,APID0773,/0264:2-15
VRMFSDIFFST,S14,APID0773,/0266:2-15
VRMFBHMYPZT,S14,APID0773,/0268:2-15
VRMFAPSTPMZT,S14,APID0773,/0270:2-15
VRSDPREAMPT,S14,APID0773,/0272:2-15
VRSETELMTR1T,S14,APID0773,/0274:2-15
VRSETELMTR2T,S14,APID0773,/0276:2-15
VRSEHAMMTR1T,S14,APID0773,/0278:2-15
VRSEHAMMTR2T,S14,APID0773,/0280:2-15
VRSEHAMT1,S14,APID0773,/0282:2-15
VRSEHAMT2,S14,APID0773,/0284:2-15
VRAPLWVDETB,S14,APID0773,/0286:2-15
VRAPLWADJB1,S14,APID0773,/0288:2-15
VRAPLWSTEST,S14,APID0773,/0290:2-15
VRAPSMDGSW,S14,APID0773,/0292:2-15
VRAPSMADJB1,S14,APID0773,/0294:2-15
VRAPSMSTEST,S14,APID0773,/0296:2-15
VRAPVNDGSW,S14,APID0773,/0298:2-15
VRAPVNADJB1,S14,APID0773,/0300:2-15
VRAPVNSTEST,S14,APID0773,/0302:2-15
VRAPLWAP5V,S14,APID0773,/0304:2-15
VRAPLWAM5V,S14,APID0773,/0306:2-15
VRAPLWDP2D5V,S14,APID0773,/0308:2-15
VRAPSMAP5V,S14,APID0773,/0310:2-15
VRAPSMAM5V,S14,APID0773,/0312:2-15
VRAPSMDP2D5V,S14,APID0773,/0314:2-15
VRAPVNBPP30V,S14,APID0773,/0316:2-15
VRAPVNAP5V,S14,APID0773,/0318:2-15
VRAPVNAM5V,S14,APID0773,/0320:2-15
VRAPVNDP2D5V,S14,APID0773,/0322:2-15
VRCTRSTMX1C1,S14,APID0773,/0324:2-15
VRCTRSTMX1C2,S14,APID0773,/0326:2-15
VRCTRSTMX1C3,S14,APID0773,/0328:2-15
VRCTRSTMX2,S14,APID0773,/0330:2-15
VRCTRSTMX3,S14,APID0773,/0332:2-15
VRCTRSTMX4,S14,APID0773,/0334:2-15
VRCTRSTMX5,S14,APID0773,/0336:2-15
VRCTSECP5V,S14,APID0773,/0338:2-15
VRCTSECP3D3V,S14,APID0773,/0340:2-15
VRCTSECP2D5V,S14,APID0773,/0342:2-15
VRCTANAGND,S14,APID0773,/0344:2-15
VRFTLWHTRV,S14,APID0773,/0346:2-15
VRFTLWREF,S14,APID0773,/0348:2-15
VRFTSMHTRV,S14,APID0773,/0350:2-15
VRFTSMREF,S14,APID0773,/0352:2-15
VRFTADCLWREF,S14,APID0773,/0354:2-15
VRFTADC5V,S14,APID0773,/0356:2-15
VRFTCIRGND,S14,APID0773,/0358:2-15
VRSEATELMCUR,S14,APID0773,/0360:2-15
VRSEBTELMCUR,S14,APID0773,/0362:2-15
VRSEAHAMMCUR,S14,APID0773,/0364:2-15
VRSEBHAMMCUR,S14,APID0773,/0366:2-15
VRSEATELRERR,S14,APID0773,/0368:2-15
VRSEBTELRERR,S14,APID0773,/0370:2-15
VRSEAHAMRERR,S14,APID0773,/0372:2-15
VRSEBHAMRERR,S14,APID0773,/0374:2-15
VRSESERVOAP2D5V,S14,APID0773,/0376:2-15
VRSESERVOBP2D5V,S14,APID0773,/0378:2-15
VRCPHRDTMUX,U16,APID0773,/0380:0-15
VRCPHRD1WRD,U2,APID0773,/0382:0-1
VRCPHRD1VAL,U14,APID0773,/0382:2-15
VRCPHRD2WRD,U2,APID0773,/0384:0-1
VRCPHRD2VAL,U14,APID0773,/0384:2-15
VRCPHRD3WRD,U2,APID0773,/0386:0-1
VRCPHRD3VAL,U14,APID0773,/0386:2-15
VRCPHRD4WRD,U2,APID0773,/0388:0-1
VRCPHRD4VAL,U14,APID0773,/0388:2-15
VRCPHRD5WRD,U2,APID0773,/0390:0-1
VRCPHRD5VAL,U14,APID0773,/0390:2-15
VRCPHRD6WRD,U2,APID0773,/0392:0-1
VRCPHRD6VAL,U14,APID0773,/0392:2-15
VRCPHRD7WRD,U2,APID0773,/0394:0-1
VRCPHRD7VAL,U14,APID0773,/0394:2-15
VRCPHRD8WRD,U2,APID0773,/0396:0-1
VRCPHRD8VAL,U14,APID0773,/0396:2-15
VRCPHRD9WRD,U2,APID0773,/0398:0-1
VRCPHRD9VAL,U14,APID0773,/0398:2-15
VRCPHRD10WRD,U2,APID0773,/0400:0-1
VRCPHRD10VAL,U14,APID0773,/0400:2-15
VRCPHRD11WRD,U2,APID0773,/0402:0-1
VRCPHRD11VAL,U14,APID0773,/0402:2-15
VRCPHRD12WRD,U2,APID0773,/0404:0-1
VRCPHRD12VAL,U14,APID0773,/0404:2-15
VRCPHRD13WRD,U2,APID0773,/0406:0-1
VRCPHRD13VAL,U14,APID0773,/0406:2-15
VRCPHRD14WRD,U2,APID0773,/0408:0-1
VRCPHRD14VAL,U14,APID0773,/0408:2-15
VRCPHRD15WRD,U2,APID0773,/0410:0-1
VRCPHRD15VAL,U14,APID0773,/0410:2-15
VRCPHRD16WRD,U2,APID0773,/0412:0-1
VRCPHRD16VAL,U14,APID0773,/0412:2-15
VRCPRXERRCNT,U16,APID0773,/0414:0-15
VRCPTODSAFETS,U8,APID0773,/0416:0-7
VRSPWFAULTID1,U16,APID0773,/0417:0-15
VRSPWFAULTID2,U16,APID0773,/0419:0-15
VRSPWERR,U8,APID0773,/0421:0-7
VRSPWPTYRO,D1,APID0773,/0422:0
VRSPWDISRO,D1,APID0773,/0422:1
VRSPWPKTDROPRO,D1,APID0773,/0422:2
VRSPWRXBANK,U3,APID0773,/0422:3-5
VRSPWPTRERR,U16,APID0773,/0423:0-15
VRSPWDISERR,U16,APID0773,/0425:0-15
VRSPWPKTDROP,U16,APID0773,/0427:0-15
VRCPTODPRTCNT,U8,APID0773,/0429:0-7
VRCPTODSAFECNT,U8,APID0773,/0430:0-7
VRDPDNHIGN,D1,APID0773,/0431:2
VRSPWTODPRTTS,U5,APID0773,/0431:3-7
VRCPEDACUNERR,U8,APID0773,/0432:0-7
VRCPEDACCRERR,U8,APID0773,/0433:0-7
VRCPEDACFIFO,U8,APID0773,/0434:0-7
VRCPEDACERR,U8,APID0773,/0435:0-7
VRCPWDTRSTCNT,U4,APID0773,/0436:0-3
VRCPWDTINTR,D1,APID0773,/0436:4
VRCPWDTRLD,D1,APID0773,/0436:5
VRCPEDACLOG,D1,APID0773,/0436:6
VRCPEDACEN,D1,APID0773,/0436:7
VRCPWDTTIME,U8,APID0773,/0437:0-7
VRCPDNBDVDR,U3,APID0773,/0438:0-2
VRHMTHST,D1,APID0773,/0438:3
VRCPDNBDLYCNT,U12,APID0773,/0438:4-15
VRCPTODMISS,U8,APID0773,/0442:0-7
VRCPCMDPROC,U8,APID0773,/0443:0-7
TDBA1FB1T,U8,APID0004,/0022
TDBA1FB1T,U8,APID0012,/0023
TDBA1FB1T,U8,APID0089,/0059
TDBA1FB2T,U8,APID0004,/0541
TDBA1FB2T,U8,APID0012,/0025
TDBA1FB2T,U8,APID0089,/0061
TDBA2FB1T,U8,APID0004,/0561
TDBA2FB1T,U8,APID0012,/0026
TDBA2FB1T,U8,APID0089,/0062
DBA1PWASH,D1,APID0003,/0070:1
DBA2PWASH,D1,APID0003,/0070:0
DBA1HNGS2,D1,APID0003,/0070:2
DBA1HNGS1,D1,APID0003,/0071:0
DBA1BLT1PPW,D1,APID0007,/0672:2
DBA1BLT1RPW,D1,APID0007,/0676:0
DBA1BLT2PPW,D1,APID0007,/0672:3
DBA1BLT2RPW,D1,APID0007,/0676:1
DBA2BLT1PPW,D1,APID0007,/0672:4
DBA2BLT1RPW,D1,APID0007,/0676:2
DBAPARMPW,D1,APID0007,/0671:6
DBARARMPW,D1,APID0007,/0675:4
ADSA1DEP1,D1,APID0012,/0051:1
ADSA1DEP1,D1,APID0022,/0070:7
ADSA1DEP1,D1,APID0089,/0218:4
ADSA1DEP2,D1,APID0012,/0051:0
ADSA1DEP2,D1,APID0022,/0070:6
ADSA1DEP2,D1,APID0089,/0218:3
RRS1PPW,D1,APID0007,/0660:5
RRS1PPW,D1,APID0012,/0054:6
RRS1PPW,D1,APID0089,/0276:0
RRS1RPW,D1,APID0007,/0666:1
RRS1RPW,D1,APID0012,/0055:6
RRS1RPW,D1,APID0089,/0276:1
RRS2PPW,D1,APID0007,/0663:0
RRS2PPW,D1,APID0012,/0055:3
RRS2PPW,D1,APID0089,/0276:2
RRS2RPW,D1,APID0007,/0668:4
RRS2RPW,D1,APID0012,/0056:3
RRS2RPW,D1,APID0089,/0276:3
RRS3PPW,D1,APID0007,/0660:6
RRS3PPW,D1,APID0012,/0054:7
RRS3PPW,D1,APID0089,/0276:4
RRS3RPW,D1,APID0007,/0666:2
RRS3RPW,D1,APID0012,/0055:7
RRS3RPW,D1,APID0089,/0276:5
RRS4PPW,D1,APID0007,/0663:1
RRS4PPW,D1,APID0012,/0055:4
RRS4PPW,D1,APID0089,/0276:6
RRS4RPW,D1,APID0007,/0668:5
RRS4RPW,D1,APID0012,/0056:4
RRS4RPW,D1,APID0089,/0276:7
RRSC1PARMPW,D1,APID0007,/0659:6
RRSC1PARMPW,D1,APID0012,/0054:5
RRSC1PARMPW,D1,APID0089,/0221:4
RRSC1RARMPW,D1,APID0007,/0665:2
RRSC1RARMPW,D1,APID0012,/0055:5
RRSC1RARMPW,D1,APID0089,/0221:5
RRSC2PARMPW,D1,APID0007,/0662:4
RRSC2PARMPW,D1,APID0012,/0055:2
RRSC2PARMPW,D1,APID0089,/0221:6
RRSC2RARMPW,D1,APID0007,/0668:0
RRSC2RARMPW,D1,APID0012,/0056:2
RRSC2RARMPW,D1,APID0089,/0221:7
TSAFB1T,U8,APID0004,/0614
TSAFB1T,U8,APID0012,/0020
TSAFB1T,U8,APID0089,/0056
TSAFB2T,U8,APID0004,/0615
TSAFB2T,U8,APID0012,/0021
TSAFB2T,U8,APID0089,/0057
TSAFB3T,U8,APID0004,/0616
TSAFB3T,U8,APID0012,/0022
TSAFB3T,U8,APID0089,/0058
TSAFB4T,U8,APID0004,/0617
TSAFB4T,U8,APID0012,/0024
TSAFB4T,U8,APID0089,/0060
ADRDE1APW,D1,APID0000,/0139:4
ADRDE1APW,D1,APID0002,/0246:6
ADRDE1BPW,D1,APID0000,/0139:5
ADRDE1BPW,D1,APID0002,/0246:7
ADSA1RDEAPW,D1,APID0000,/0180:4
ADSANVX,S16,APID0020,/0099
ADSANVY,S16,APID0020,/0101
ADSANVZ,S16,APID0020,/0103
ADSAMOMX,S16,APID0020,/0296
ADSAMOMY,S16,APID0020,/0298
ADSAMOMZ,S16,APID0020,/0300
ADSATRQX,S16,APID0020,/0302
ADSATRQY,S16,APID0020,/0304
ADSATRQZ,S16,APID0020,/0306
ADSA1POT,U12,APID0000,/0175:4-15
ADSA1ROT,D1,APID0000,/0180:3
ADSA1DANG,S16,APID0008,/0381
ADSA1ANG,S16,APID0001,/0078
ADSA1ANG,S16,APID0008,/0379
ADSA1CSSANG,S16,APID0020,/0093
ADSA1DRATE,S16,APID0008,/0383
ADSA1MSGA,S16,APID0020,/0095
ADSA1ESGA,S16,APID0020,/0097
ADSA1POTANG,U16,APID0001,/0080
ADSA1POTANG,U16,APID0008,/0377
ADSA1AUTORS,D1,APID0000,/0177:1
ADSA1DRERR,S16,APID0008,/0387
ADSA1ANGOS,U16,APID0000,/0178
ADSA1ANGOS,U16,APID0001,/0082
ADSA1USEFIXED,D1,APID0009,/0256:4
ADSA1OVERRIDE,D1,APID0009,/0256:3
ADSA1ERRMETH,D2,APID0009,/0256:5-6
ADSA1GERR,S16,APID0008,/0385
ADSA1MAN,D1,APID0008,/0389:0
ADSA1ANGCMD,U16,APID0009,/0257
ADSA1RATCMD,S16,APID0009,/0259
ADSA1AUTO,D1,APID0000,/0177:0
ADSA1AUTO,D1,APID0001,/0136:0
ADSA1FEATHER,D1,APID0009,/0261:1
ADSA1FEATHST,D1,APID0009,/0261:0
ADSA1GIMBRS,D2,APID0000,/0180:0-1
ADSA1CTLERR,S16,APID0008,/0390
ADSA1CTLERRFD,D1,APID0000,/0180:2
ADSA1CMDPOS,U13,APID0009,/0067:3-15
ADSA1STEPDLY,S16,APID0009,/0069
ADRDE1RSFD,D1,APID0000,/0174:6
ADRDE1DIRFD,D1,APID0000,/0174:5
ADRDE1TFD,D1,APID0000,/0174:4
ADRDE1P5UVFD,D1,APID0000,/0174:3
ADRDE1P12UVFD,D1,APID0000,/0174:2
ADRDE1P12OVFD,D1,APID0000,/0174:1
ADRDE1STRS,D1,APID0000,/0173:5
ADRDE1STEP,U16,APID0009,/0071
ADRDE1MODE,D2,APID0000,/0173:6-7
ADRDE1MODE,D2,APID0001,/0136:1-2
ADRDE1MOVE,D1,APID0000,/0174:0
ADRDE1MOVE,D1,APID0001,/0136:3
ADSEG15RPW1A,D1,APID0055,/0352:6
ADSEG13RPW1A,D1,APID0055,/0352:5
ADSEG09RPW1A,D1,APID0055,/0352:4
ADSEG05RPW1A,D1,APID0055,/0352:3
ADSEG08RPW1A,D1,APID0055,/0352:2
ADSEG03RPW1A,D1,APID0055,/0352:1
ADSEG01RPW1A,D1,APID0055,/0352:0
ADSEG14RPW1A,D1,APID0055,/0351:7
ADSEG11RPW1A,D1,APID0055,/0351:6
ADSEG10RPW1A,D1,APID0055,/0351:5
ADSEG07RPW1A,D1,APID0055,/0351:4
ADSEG06RPW1A,D1,APID0055,/0351:3
ADSEG12RPW1A,D1,APID0055,/0351:2
ADSEG04RPW1A,D1,APID0055,/0351:1
ADSEG02RPW1A,D1,APID0055,/0351:0
ADSEG15RPW1B,D1,APID0055,/0354:5
ADSEG13RPW1B,D1,APID0055,/0354:4
ADSEG09RPW1B,D1,APID0055,/0354:3
ADSEG05RPW1B,D1,APID0055,/0354:2
ADSEG08RPW1B,D1,APID0055,/0354:1
ADSEG03RPW1B,D1,APID0055,/0354:0
ADSEG01RPW1B,D1,APID0055,/0353:7
ADSEG14RPW1B,D1,APID0055,/0353:6
ADSEG11RPW1B,D1,APID0055,/0353:5
ADSEG10RPW1B,D1,APID0055,/0353:4
ADSEG07RPW1B,D1,APID0055,/0353:3
ADSEG06RPW1B,D1,APID0055,/0353:2
ADSEG12RPW1B,D1,APID0055,/0353:1
ADSEG04RPW1B,D1,APID0055,/0353:0
ADSEG02RPW1B,D1,APID0055,/0352:7
GCEGNRS,D1,APID0009,/0130:6
GCEGNP15V,S16,APID0020,/0368
GCEGNP5V,S16,APID0020,/0370
GCEGNXANGMS,S8,APID0009,/0197
GCEGNXANGLS,U16,APID0009,/0198
GCEGNXANGFULL,S24,APID0009,/0197
GCEGNXI,U16,APID0009,/0200
GCEGNXOC,D1,APID0009,/0132:6
GCEGNXPWH,D1,APID0009,/0154:6
GCEGNXUNPWH,D1,APID0009,/0154:5
GCEGNXSRVINT,D1,APID0020,/0364:1
GCEGNXOCPROT,D1,APID0020,/0364:0
GCEGNXTK,D1,APID0020,/0364:2
GCEGNYANGMS,S8,APID0009,/0202
GCEGNYANGLS,U16,APID0009,/0203
GCEGNYANGFULL,S24,APID0009,/0202
GCEGNYI,U16,APID0009,/0205
GCEGNYOC,D1,APID0009,/0132:5
GCEGNYPWH,D1,APID0009,/0154:3
GCEGNYUNPWH,D1,APID0009,/0154:2
GCEGNYSRVINT,D1,APID0020,/0366:2
GCEGNYOCPROT,D1,APID0020,/0366:1
GCEGNYTK,D1,APID0020,/0366:3
GCEGNWD,D1,APID0009,/0154:4
GCEGNTOPROT,D1,APID0020,/0366:0
GCEGNILIM,D1,APID0009,/0132:3
GCEGNCMDTO,D1,APID0009,/0132:2
GCEGNUCARM,D1,APID0020,/0197:7
GCEGNUNCAGE,D1,APID0020,/0197:6
GCEGNLLOCK,D1,APID0009,/0130:5
GCEGNLUNLOCK,D1,APID0009,/0132:7
GCEGNPP,D1,APID0009,/0132:4
WBGGNPPW,D1,APID0007,/0669:3
WBGGNRPW,D1,APID0007,/0673:1
WBGGNSIDE,D1,APID0020,/0197:0
WBGGNTARG,U8,APID0009,/0128
WBGGNCTRL,D1,APID0020,/0090:3
WBGGNATKST,D1,APID0009,/0091:2
WBGGNATK,D1,APID0009,/0091:4
WBGGNTARGFS,D1,APID0009,/0091:0
WBGGN1553V,D1,APID0009,/0091:6
WBGGNXPWH,D1,APID0009,/0131:0
WBGGNXUNPWH,D1,APID0009,/0131:1
WBGGNXTK,D1,APID0020,/0089:0
WBGGNXSRVINT,D1,APID0020,/0089:1
WBGGNXOCPROT,D1,APID0020,/0089:2
WBGGNYPWH,D1,APID0009,/0131:2
WBGGNYUNPWH,D1,APID0009,/0131:3
WBGGNYTK,D1,APID0020,/0089:4
WBGGNYSRVINT,D1,APID0020,/0089:5
WBGGNYOCPROT,D1,APID0020,/0089:6
WBGGNWD,D1,APID0009,/0132:0
WBGGNTOPROT,D1,APID0020,/0197:3
WBGGNTARGPOSX,S16,APID0009,/0116
WBGGNTARGPOSY,S16,APID0009,/0118
WBGGNTARGPOSZ,S16,APID0009,/0120
WBGGNXANG,S16,APID0009,/0092
WBGGNYANG,S16,APID0009,/0094
WBGGNXANGERR,S16,APID0009,/0100
WBGGNYANGERR,S16,APID0009,/0102
WBGGNXRATE,S16,APID0009,/0108
WBGGNYRATE,S16,APID0009,/0110
WBGGNXRATELAST,S16,APID0020,/0173
WBGGNYRATELAST,S16,APID0020,/0175
WBGGNXANGCMD,S16,APID0020,/0149
WBGGNYANGCMD,S16,APID0020,/0151
WBGGNXANG1553CNT,S24,APID0020,/0376
WBGGNYANG1553CNT,S24,APID0020,/0379
WBGGNXFANGCMD,S16,APID0020,/0141
WBGGNYFANGCMD,S16,APID0020,/0143
WBGGNXRATECMD,S16,APID0020,/0165
WBGGNYRATECMD,S16,APID0020,/0167
WBGGNXRATE1553CNT,S24,APID0020,/0398
WBGGNYRATE1553CNT,S24,APID0020,/0401
WBGGNXICMD,U16,APID0020,/0157
WBGGNYICMD,U16,APID0020,/0159
WBGGNXI1553CNT,S16,APID0020,/0390
WBGGNYI1553CNT,S16,APID0020,/0392
WBGGNBOREX,S16,APID0009,/0079
WBGGNBOREY,S16,APID0009,/0081
WBGGNBOREZ,S16,APID0009,/0083
WBGGNDBOREX,S16,APID0020,/0117
WBGGNDBOREY,S16,APID0020,/0119
WBGGNDBOREZ,S16,APID0020,/0121
WBGGNBOREERR,S16,APID0009,/0075
WBGGNBORECMDX,S16,APID0020,/0105
WBGGNBORECMDY,S16,APID0020,/0107
WBGGNBORECMDZ,S16,APID0020,/0109
WBGGNDTRQX,S16,APID0020,/0129
WBGGNDTRQY,S16,APID0020,/0131
WBGGNDTRQZ,S16,APID0020,/0133
WBGGNTTDAY,U16,APID0020,/0181
WBGGNTTMS,U32,APID0020,/0183
WBGGNTTUS,U16,APID0020,/0187
WBGGNCAGEST,D1,APID0020,/0089:3
GCETDRS,D1,APID0009,/0130:1
GCETDP15V,S16,APID0020,/0372
GCETDP5V,S16,APID0020,/0374
GCETDXANGMS,S8,APID0009,/0207
GCETDXANGLS,U16,APID0009,/0208
GCETDXANGFULL,S24,APID0009,/0207
GCETDXI,U16,APID0009,/0210
GCETDXOC,D1,APID0009,/0130:3
GCETDXPWH,D1,APID0009,/0261:7
GCETDXUNPWH,D1,APID0009,/0261:6
GCETDXSRVINT,D1,APID0020,/0360:1
GCETDXOCPROT,D1,APID0020,/0360:0
GCETDXTK,D1,APID0020,/0360:2
GCETDYANGMS,S8,APID0009,/0212
GCETDYANGLS,U16,APID0009,/0213
GCETDYANGFULL,S24,APID0009,/0212
GCETDYI,U16,APID0009,/0215
GCETDYOC,D1,APID0009,/0191:0
GCETDYPWH,D1,APID0009,/0195:1
GCETDYUNPWH,D1,APID0009,/0195:0
GCETDYSRVINT,D1,APID0020,/0362:2
GCETDYOCPROT,D1,APID0020,/0362:1
GCETDYTK,D1,APID0020,/0362:3
GCETDWD,D1,APID0009,/0195:2
GCETDTOPROT,D1,APID0020,/0362:0
GCETDILIM,D1,APID0009,/0191:1
GCETDCMDTO,D1,APID0009,/0130:7
GCETDUCARM,D1,APID0020,/0198:3
GCETDUNCAGE,D1,APID0020,/0198:2
GCETDLLOCK,D1,APID0009,/0130:0
GCETDLUNLOCK,D1,APID0009,/0130:4
GCETDPP,D1,APID0009,/0130:2
WBGTDPPW,D1,APID0007,/0670:3
WBGTDRPW,D1,APID0007,/0674:1
WBGTDSIDE,D1,APID0020,/0197:1
WBGTDTARG,U8,APID0009,/0129
WBGTDCTRL,D1,APID0020,/0090:7
WBGTDATKST,D1,APID0009,/0091:3
WBGTDATK,D1,APID0009,/0091:5
WBGTDTARGFS,D1,APID0009,/0091:1
WBGTD1553V,D1,APID0009,/0091:7
WBGTDXPWH,D1,APID0009,/0131:4
WBGTDXUNPWH,D1,APID0009,/0131:5
WBGTDXTK,D1,APID0020,/0090:0
WBGTDXSRVINT,D1,APID0020,/0090:1
WBGTDXOCPROT,D1,APID0020,/0090:2
WBGTDYPWH,D1,APID0009,/0131:6
WBGTDYUNPWH,D1,APID0009,/0131:7
WBGTDYTK,D1,APID0020,/0090:4
WBGTDYSRVINT,D1,APID0020,/0090:5
WBGTDYOCPROT,D1,APID0020,/0090:6
WBGTDWD,D1,APID0009,/0132:1
WBGTDTOPROT,D1,APID0020,/0197:5
WBGTDTARGPOSX,S16,APID0009,/0122
WBGTDTARGPOSY,S16,APID0009,/0124
WBGTDTARGPOSZ,S16,APID0009,/0126
WBGTDXANG,S16,APID0009,/0096
WBGTDYANG,S16,APID0009,/0098
WBGTDXANGERR,S16,APID0009,/0104
WBGTDYANGERR,S16,APID0009,/0106
WBGTDXRATE,S16,APID0009,/0112
WBGTDYRATE,S16,APID0009,/0114
WBGTDXRATELAST,S16,APID0020,/0177
WBGTDYRATELAST,S16,APID0020,/0179
WBGTDXANGCMD,S16,APID0020,/0153
WBGTDYANGCMD,S16,APID0020,/0155
WBGTDXANG1553CNT,S24,APID0020,/0382
WBGTDYANG1553CNT,S24,APID0020,/0385
WBGTDXFANGCMD,S16,APID0020,/0145
WBGTDYFANGCMD,S16,APID0020,/0147
WBGTDXRATECMD,S16,APID0020,/0169
WBGTDYRATECMD,S16,APID0020,/0171
WBGTDXRATE1553CNT,S24,APID0020,/0404
WBGTDYRATE1553CNT,S24,APID0020,/0407
WBGTDXICMD,U16,APID0020,/0161
WBGTDYICMD,U16,APID0020,/0163
WBGTDXI1553CNT,S16,APID0020,/0394
WBGTDYI1553CNT,S16,APID0020,/0396
WBGTDBOREX,S16,APID0009,/0085
WBGTDBOREY,S16,APID0009,/0087
WBGTDBOREZ,S16,APID0009,/0089
WBGTDDBOREX,S16,APID0020,/0123
WBGTDDBOREY,S16,APID0020,/0125
WBGTDDBOREZ,S16,APID0020,/0127
WBGTDBOREERR,S16,APID0009,/0077
WBGTDBORECMDX,S16,APID0020,/0111
WBGTDBORECMDY,S16,APID0020,/0113
WBGTDBORECMDZ,S16,APID0020,/0115
WBGTDDTRQX,S16,APID0020,/0135
WBGTDDTRQY,S16,APID0020,/0137
WBGTDDTRQZ,S16,APID0020,/0139
WBGTDTTDAY,U16,APID0020,/0189
WBGTDTTMS,U32,APID0020,/0191
WBGTDTTUS,U16,APID0020,/0195
WBGTDCAGEST,D1,APID0020,/0089:7
PWCCST,D1,APID0055,/0233:1
PWCCTID,U8,APID0055,/0234
PWCCCFG,D3,APID0055,/0235:0-2
PWCCMODE,D2,APID0055,/0235:3-4
PWMANMODE,D1,APID0055,/0235:5
PWCCINT,U16,APID0055,/0236
PWVTSPV,U16,APID0055,/0238
PWVTOFFSET,U16,APID0055,/0240
PWVTOST,D1,APID0055,/0242:0
PWBVSRC,D2,APID0055,/0334:2-3
PWBVTLM,D2,APID0055,/0334:4-5
PWBVPCDUST,D1,APID0055,/0301:4
PWBVSCPST,D1,APID0055,/0301:3
PWBTST,D1,APID0055,/0301:2
PWKI,S16,APID0055,/0304
PWBV,U16,APID0001,/0084
PWBV,U16,APID0055,/0244
PWBV,U16,APID0088,/0114
PWBI,S16,APID0001,/0086
PWBI,S16,APID0055,/0297
PWBI,S16,APID0088,/0112
PWBT,S16,APID0055,/0299
PWENHVCHK,D1,APID0055,/0354:6
PWENHICHK,D1,APID0055,/0354:7
PWENHVFAULT,D1,APID0055,/0258:1
PWENHIFAULT,D1,APID0055,/0258:3
PWENHVER,U8,APID0055,/0330
PWENHIER,U8,APID0055,/0331
PWB1V,U16,APID0055,/0335
PWB2V,U16,APID0055,/0337
PWP1ESBV,U16,APID0001,/0088
PWP1ESBV,U16,APID0055,/0293
PWP1ESBV,U16,APID0088,/0116
PWLVF,D1,APID0055,/0242:6
PWLVFL,D1,APID0055,/0243:4
PWUV1F,D1,APID0002,/0247:0
PWUV1F,D1,APID0055,/0242:5
PWUV1FL,D1,APID0002,/0247:1
PWUV1FL,D1,APID0055,/0243:3
P1STUV2EN,D1,APID0002,/0247:2
P1STUV2EN,D1,APID0055,/0334:1
P1STUV2,D1,APID0002,/0247:3
P1STUV2,D1,APID0055,/0334:0
P1AUV2LIM,U12,APID0055,/0038:4-15
P1AUV2FL,D1,APID0002,/0247:4
P1AUV2FL,D1,APID0055,/0040:0
P1BUV2LIM,U12,APID0055,/0099:4-15
P1BUV2FL,D1,APID0002,/0247:5
P1BUV2FL,D1,APID0055,/0101:0
P1AUV3LIM,U12,APID0055,/0035:4-15
P1AOV2UV3FL,D1,APID0002,/0247:6
P1AOV2UV3FL,D1,APID0055,/0037:0
P1BUV3LIM,U12,APID0055,/0096:4-15
P1BOV2UV3FL,D1,APID0002,/0247:7
P1BOV2UV3FL,D1,APID0055,/0098:0
P1AOV2LIM,U12,APID0055,/0033:4-15
P1BOV2LIM,U12,APID0055,/0094:4-15
PWOV1F,D1,APID0002,/0248:0
PWOV1F,D1,APID0055,/0242:4
PWOV1FL,D1,APID0002,/0248:1
PWOV1FL,D1,APID0055,/0243:2
PWBODF,D1,APID0055,/0242:7
PWBODFL,D1,APID0055,/0243:5
PWBOT1F,D1,APID0055,/0242:2
PWBOT1FL,D1,APID0055,/0243:0
PWBOT2F,D1,APID0002,/0248:2
PWBOT2F,D1,APID0055,/0242:3
PWBOT2FL,D1,APID0002,/0248:3
PWBOT2FL,D1,APID0055,/0243:1
PWSCPB1VDUF,D1,APID0055,/0301:5
PWSCPB1V,U16,APID0055,/0246
PWSCPB2VDUF,D1,APID0055,/0303:7
PWSCPB2V,U16,APID0055,/0332
PWP1ABATVDUF,D1,APID0055,/0301:6
PWP1ABATV,U16,APID0055,/0248
PWP1BBATVDUF,D1,APID0055,/0301:7
PWP1BBATV,U16,APID0055,/0250
PWTBATT1UCTDUF,D1,APID0055,/0302:0
PWTBATT1UCT,S16,APID0055,/0306
PWTBATT1CTDUF,D1,APID0055,/0302:1
PWTBATT1CT,S16,APID0055,/0308
