Mnemonic,Type,Packet,bit_byte
ADGYA4ANG11,U32,APID0065,/0672
ADGYA4ST11,U16,APID0065,/0676
ADGYA1ANG12,U32,APID0065,/0678
ADGYA1ST12,U16,APID0065,/0682
ADGYA2ANG12,U32,APID0065,/0684
ADGYA2ST12,U16,APID0065,/0688
ADGYA3ANG12,U32,APID0065,/0690
ADGYA3ST12,U16,APID0065,/0694
ADGYA4ANG12,U32,APID0065,/0696
ADGYA4ST12,U16,APID0065,/0700
ADGYA1ANG13,U32,APID0065,/0702
ADGYA1ST13,U16,APID0065,/0706
ADGYA2ANG13,U32,APID0065,/0708
ADGYA2ST13,U16,APID0065,/0712
ADGYA3ANG13,U32,APID0065,/0714
ADGYA3ST13,U16,APID0065,/0718
ADGYA4ANG13,U32,APID0065,/0720
ADGYA4ST13,U16,APID0065,/0724
ADGYA1ANG14,U32,APID0065,/0726
ADGYA1ST14,U16,APID0065,/0730
ADGYA2ANG14,U32,APID0065,/0732
ADGYA2ST14,U16,APID0065,/0736
ADGYA3ANG14,U32,APID0065,/0738
ADGYA3ST14,U16,APID0065,/0742
ADGYA4ANG14,U32,APID0065,/0744
ADGYA4ST14,U16,APID0065,/0748
ADGYA1ANG15,U32,APID0065,/0750
ADGYA1ST15,U16,APID0065,/0754
ADGYA2ANG15,U32,APID0065,/0756
ADGYA2ST15,U16,APID0065,/0760
ADGYA3ANG15,U32,APID0065,/0762
ADGYA3ST15,U16,APID0065,/0766
ADGYA4ANG15,U32,APID0065,/0768
ADGYA4ST15,U16,APID0065,/0772
ADGYA1ANG16,U32,APID0065,/0774
ADGYA1ST16,U16,APID0065,/0778
ADGYA2ANG16,U32,APID0065,/0780
ADGYA2ST16,U16,APID0065,/0784
ADGYA3ANG16,U32,APID0065,/0786
ADGYA3ST16,U16,APID0065,/0790
ADGYA4ANG16,U32,APID0065,/0792
ADGYA4ST16,U16,APID0065,/0796
ADGYA1ANG17,U32,APID0065,/0798
ADGYA1ST17,U16,APID0065,/0802
ADGYA2ANG17,U32,APID0065,/0804
ADGYA2ST17,U16,APID0065,/0808
ADGYA3ANG17,U32,APID0065,/0810
ADGYA3ST17,U16,APID0065,/0814
ADGYA4ANG17,U32,APID0065,/0816
ADGYA4ST17,U16,APID0065,/0820
ADGYA1ANG18,U32,APID0065,/0822
ADGYA1ST18,U16,APID0065,/0826
ADGYA2ANG18,U32,APID0065,/0828
ADGYA2ST18,U16,APID0065,/0832
ADGYA3ANG18,U32,APID0065,/0834
ADGYA3ST18,U16,APID0065,/0838
ADGYA4ANG18,U32,APID0065,/0840
ADGYA4ST18,U16,APID0065,/0844
ADGYA1ANG19,U32,APID0065,/0846
ADGYA1ST19,U16,APID0065,/0850
ADGYA2ANG19,U32,APID0065,/0852
ADGYA2ST19,U16,APID0065,/0856
ADGYA3ANG19,U32,APID0065,/0858
ADGYA3ST19,U16,APID0065,/0862
ADGYA4ANG19,U32,APID0065,/0864
ADGYA4ST19,U16,APID0065,/0868
ADGYA1ANG20,U32,APID0065,/0870
ADGYA1ST20,U16,APID0065,/0874
ADGYA2ANG20,U32,APID0065,/0876
ADGYA2ST20,U16,APID0065,/0880
ADGYA3ANG20,U32,APID0065,/0882
ADGYA3ST20,U16,APID0065,/0886
ADGYA4ANG20,U32,APID0065,/0888
ADGYA4ST20,U16,APID0065,/0892
ADGYA1ANG21,U32,APID0065,/0894
ADGYA1ST21,U16,APID0065,/0898
ADGYA2ANG21,U32,APID0065,/0900
ADGYA2ST21,U16,APID0065,/0904
ADGYA3ANG21,U32,APID0065,/0906
ADGYA3ST21,U16,APID0065,/0910
ADGYA4ANG21,U32,APID0065,/0912
ADGYA4ST21,U16,APID0065,/0916
ADGYA1ANG22,U32,APID0065,/0918
ADGYA1ST22,U16,APID0065,/0922
ADGYA2ANG22,U32,APID0065,/0924
ADGYA2ST22,U16,APID0065,/0928
ADGYA3ANG22,U32,APID0065,/0930
ADGYA3ST22,U16,APID0065,/0934
ADGYA4ANG22,U32,APID0065,/0936
ADGYA4ST22,U16,APID0065,/0940
ADGYA1ANG23,U32,APID0065,/0942
ADGYA1ST23,U16,APID0065,/0946
ADGYA2ANG23,U32,APID0065,/0948
ADGYA2ST23,U16,APID0065,/0952
ADGYA3ANG23,U32,APID0065,/0954
ADGYA3ST23,U16,APID0065,/0958
ADGYA4ANG23,U32,APID0065,/0960
ADGYA4ST23,U16,APID0065,/0964
ADGYA1ANG24,U32,APID0065,/0966
ADGYA1ST24,U16,APID0065,/0970
ADGYA2ANG24,U32,APID0065,/0972
ADGYA2ST24,U16,APID0065,/0976
ADGYA3ANG24,U32,APID0065,/0978
ADGYA3ST24,U16,APID0065,/0982
ADGYA4ANG24,U32,APID0065,/0984
ADGYA4ST24,U16,APID0065,/0988
ADGYA1ANG25,U32,APID0065,/0990
ADGYA1ST25,U16,APID0065,/0994
ADGYA2ANG25,U32,APID0065,/0996
ADGYA2ST25,U16,APID0065,/1000
ADGYA3ANG25,U32,APID0065,/1002
ADGYA3ST25,U16,APID0065,/1006
ADGYA4ANG25,U32,APID0065,/1008
ADGYA4ST25,U16,APID0065,/1012
ADGYA1ANG26,U32,APID0065,/1014
ADGYA1ST26,U16,APID0065,/1018
ADGYA2ANG26,U32,APID0065,/1020
ADGYA2ST26,U16,APID0065,/1024
ADGYA3ANG26,U32,APID0065,/1026
ADGYA3ST26,U16,APID0065,/1030
ADGYA4ANG26,U32,APID0065,/1032
ADGYA4ST26,U16,APID0065,/1036
ADGYA1ANG27,U32,APID0065,/1038
ADGYA1ST27,U16,APID0065,/1042
ADGYA2ANG27,U32,APID0065,/1044
ADGYA2ST27,U16,APID0065,/1048
ADGYA3ANG27,U32,APID0065,/1050
ADGYA3ST27,U16,APID0065,/1054
ADGYA4ANG27,U32,APID0065,/1056
ADGYA4ST27,U16,APID0065,/1060
ADGYA1ANG28,U32,APID0065,/1062
ADGYA1ST28,U16,APID0065,/1066
ADGYA2ANG28,U32,APID0065,/1068
ADGYA2ST28,U16,APID0065,/1072
ADGYA3ANG28,U32,APID0065,/1074
ADGYA3ST28,U16,APID0065,/1078
ADGYA4ANG28,U32,APID0065,/1080
ADGYA4ST28,U16,APID0065,/1084
ADGYA1ANG29,U32,APID0065,/1086
ADGYA1ST29,U16,APID0065,/1090
ADGYA2ANG29,U32,APID0065,/1092
ADGYA2ST29,U16,APID0065,/1096
ADGYA3ANG29,U32,APID0065,/1098
ADGYA3ST29,U16,APID0065,/1102
ADGYA4ANG29,U32,APID0065,/1104
ADGYA4ST29,U16,APID0065,/1108
ADGYA1ANG30,U32,APID0065,/1110
ADGYA1ST30,U16,APID0065,/1114
ADGYA2ANG30,U32,APID0065,/1116
ADGYA2ST30,U16,APID0065,/1120
ADGYA3ANG30,U32,APID0065,/1122
ADGYA3ST30,U16,APID0065,/1126
ADGYA4ANG30,U32,APID0065,/1128
ADGYA4ST30,U16,APID0065,/1132
ADGYA1ANG31,U32,APID0065,/1134
ADGYA1ST31,U16,APID0065,/1138
ADGYA2ANG31,U32,APID0065,/1140
ADGYA2ST31,U16,APID0065,/1144
ADGYA3ANG31,U32,APID0065,/1146
ADGYA3ST31,U16,APID0065,/1150
ADGYA4ANG31,U32,APID0065,/1152
ADGYA4ST31,U16,APID0065,/1156
ADGYA1ANG32,U32,APID0065,/1158
ADGYA1ST32,U16,APID0065,/1162
ADGYA2ANG32,U32,APID0065,/1164
ADGYA2ST32,U16,APID0065,/1168
ADGYA3ANG32,U32,APID0065,/1170
ADGYA3ST32,U16,APID0065,/1174
ADGYA4ANG32,U32,APID0065,/1176
ADGYA4ST32,U16,APID0065,/1180
ADGYA1ANG33,U32,APID0065,/1182
ADGYA1ST33,U16,APID0065,/1186
ADGYA2ANG33,U32,APID0065,/1188
ADGYA2ST33,U16,APID0065,/1192
ADGYA3ANG33,U32,APID0065,/1194
ADGYA3ST33,U16,APID0065,/1198
ADGYA4ANG33,U32,APID0065,/1200
ADGYA4ST33,U16,APID0065,/1204
ADGYA1ANG34,U32,APID0065,/1206
ADGYA1ST34,U16,APID0065,/1210
ADGYA2ANG34,U32,APID0065,/1212
ADGYA2ST34,U16,APID0065,/1216
ADGYA3ANG34,U32,APID0065,/1218
ADGYA3ST34,U16,APID0065,/1222
ADGYA4ANG34,U32,APID0065,/1224
ADGYA4ST34,U16,APID0065,/1228
ADGYA1ANG35,U32,APID0065,/1230
ADGYA1ST35,U16,APID0065,/1234
ADGYA2ANG35,U32,APID0065,/1236
ADGYA2ST35,U16,APID0065,/1240
ADGYA3ANG35,U32,APID0065,/1242
ADGYA3ST35,U16,APID0065,/1246
ADGYA4ANG35,U32,APID0065,/1248
ADGYA4ST35,U16,APID0065,/1252
ADGYA1ANG36,U32,APID0065,/1254
ADGYA1ST36,U16,APID0065,/1258
ADGYA2ANG36,U32,APID0065,/1260
ADGYA2ST36,U16,APID0065,/1264
ADGYA3ANG36,U32,APID0065,/1266
ADGYA3ST36,U16,APID0065,/1270
ADGYA4ANG36,U32,APID0065,/1272
ADGYA4ST36,U16,APID0065,/1276
ADGYA1ANG37,U32,APID0065,/1278
ADGYA1ST37,U16,APID0065,/1282
ADGYA2ANG37,U32,APID0065,/1284
ADGYA2ST37,U16,APID0065,/1288
ADGYA3ANG37,U32,APID0065,/1290
ADGYA3ST37,U16,APID0065,/1294
ADGYA4ANG37,U32,APID0065,/1296
ADGYA4ST37,U16,APID0065,/1300
ADGYA1ANG38,U32,APID0065,/1302
ADGYA1ST38,U16,APID0065,/1306
ADGYA2ANG38,U32,APID0065,/1308
ADGYA2ST38,U16,APID0065,/1312
ADGYA3ANG38,U32,APID0065,/1314
ADGYA3ST38,U16,APID0065,/1318
ADGYA4ANG38,U32,APID0065,/1320
ADGYA4ST38,U16,APID0065,/1324
ADGYA1ANG39,U32,APID0065,/1326
ADGYA1ST39,U16,APID0065,/1330
ADGYA2ANG39,U32,APID0065,/1332
ADGYA2ST39,U16,APID0065,/1336
ADGYA3ANG39,U32,APID0065,/1338
ADGYA3ST39,U16,APID0065,/1342
ADGYA4ANG39,U32,APID0065,/1344
ADGYA4ST39,U16,APID0065,/1348
ADGYA1ANG40,U32,APID0065,/1350
ADGYA1ST40,U16,APID0065,/1354
ADGYA2ANG40,U32,APID0065,/1356
ADGYA2ST40,U16,APID0065,/1360
ADGYA3ANG40,U32,APID0065,/1362
ADGYA3ST40,U16,APID0065,/1366
ADGYA4ANG40,U32,APID0065,/1368
ADGYA4ST40,U16,APID0065,/1372
ADGYA1ANG41,U32,APID0065,/1374
ADGYA1ST41,U16,APID0065,/1378
ADGYA2ANG41,U32,APID0065,/1380
ADGYA2ST41,U16,APID0065,/1384
ADGYA3ANG41,U32,APID0065,/1386
ADGYA3ST41,U16,APID0065,/1390
ADGYA4ANG41,U32,APID0065,/1392
ADGYA4ST41,U16,APID0065,/1396
ADGYA1ANG42,U32,APID0065,/1398
ADGYA1ST42,U16,APID0065,/1402
ADGYA2ANG42,U32,APID0065,/1404
ADGYA2ST42,U16,APID0065,/1408
ADGYA3ANG42,U32,APID0065,/1410
ADGYA3ST42,U16,APID0065,/1414
ADGYA4ANG42,U32,APID0065,/1416
ADGYA4ST42,U16,APID0065,/1420
ADGYA1ANG43,U32,APID0065,/1422
ADGYA1ST43,U16,APID0065,/1426
ADGYA2ANG43,U32,APID0065,/1428
ADGYA2ST43,U16,APID0065,/1432
ADGYA3ANG43,U32,APID0065,/1434
ADGYA3ST43,U16,APID0065,/1438
ADGYA4ANG43,U32,APID0065,/1440
ADGYA4ST43,U16,APID0065,/1444
ADGYA1ANG44,U32,APID0065,/1446
ADGYA1ST44,U16,APID0065,/1450
ADGYA2ANG44,U32,APID0065,/1452
ADGYA2ST44,U16,APID0065,/1456
ADGYA3ANG44,U32,APID0065,/1458
ADGYA3ST44,U16,APID0065,/1462
ADGYA4ANG44,U32,APID0065,/1464
ADGYA4ST44,U16,APID0065,/1468
ADGYA1ANG45,U32,APID0065,/1470
ADGYA1ST45,U16,APID0065,/1474
ADGYA2ANG45,U32,APID0065,/1476
ADGYA2ST45,U16,APID0065,/1480
ADGYA3ANG45,U32,APID0065,/1482
ADGYA3ST45,U16,APID0065,/1486
ADGYA4ANG45,U32,APID0065,/1488
ADGYA4ST45,U16,APID0065,/1492
ADGYA1ANG46,U32,APID0065,/1494
ADGYA1ST46,U16,APID0065,/1498
ADGYA2ANG46,U32,APID0065,/1500
ADGYA2ST46,U16,APID0065,/1504
ADGYA3ANG46,U32,APID0065,/1506
ADGYA3ST46,U16,APID0065,/1510
ADGYA4ANG46,U32,APID0065,/1512
ADGYA4ST46,U16,APID0065,/1516
ADGYA1ANG47,U32,APID0065,/1518
ADGYA1ST47,U16,APID0065,/1522
ADGYA2ANG47,U32,APID0065,/1524
ADGYA2ST47,U16,APID0065,/1528
ADGYA3ANG47,U32,APID0065,/1530
ADGYA3ST47,U16,APID0065,/1534
ADGYA4ANG47,U32,APID0065,/1536
ADGYA4ST47,U16,APID0065,/1540
ADGYA1ANG48,U32,APID0065,/1542
ADGYA1ST48,U16,APID0065,/1546
ADGYA2ANG48,U32,APID0065,/1548
ADGYA2ST48,U16,APID0065,/1552
ADGYA3ANG48,U32,APID0065,/1554
ADGYA3ST48,U16,APID0065,/1558
ADGYA4ANG48,U32,APID0065,/1560
ADGYA4ST48,U16,APID0065,/1564
ADGYA1ANG49,U32,APID0065,/1566
ADGYA1ST49,U16,APID0065,/1570
ADGYA2ANG49,U32,APID0065,/1572
ADGYA2ST49,U16,APID0065,/1576
ADGYA3ANG49,U32,APID0065,/1578
ADGYA3ST49,U16,APID0065,/1582
ADGYA4ANG49,U32,APID0065,/1584
ADGYA4ST49,U16,APID0065,/1588
ADGYA1ANG50,U32,APID0065,/1590
ADGYA1ST50,U16,APID0065,/1594
ADGYA2ANG50,U32,APID0065,/1596
ADGYA2ST50,U16,APID0065,/1600
ADGYA3ANG50,U32,APID0065,/1602
ADGYA3ST50,U16,APID0065,/1606
ADGYA4ANG50,U32,APID0065,/1608
ADGYA4ST50,U16,APID0065,/1612
ADGYA1ORGT1R,U12,APID0065,/1614:4-15
ADGYA1SIAT1R,U12,APID0065,/1616:4-15
ADGYA2ORGT1R,U12,APID0065,/1618:4-15
ADGYA2SIAT1R,U12,APID0065,/1620:4-15
ADGYA3ORGT1R,U12,APID0065,/1622:4-15
ADGYA3SIAT1R,U12,APID0065,/1624:4-15
ADGYA4ORGT1R,U12,APID0065,/1626:4-15
ADGYA4SIAT1R,U12,APID0065,/1628:4-15
ADGYA1ORGT1R,U12,APID0009,/0020:4-15
ADGYA1SIAT1R,U12,APID0009,/0022:4-15
ADGYA2ORGT1R,U12,APID0009,/0025:4-15
ADGYA2SIAT1R,U12,APID0009,/0187:4-15
ADGYA3ORGT1R,U12,APID0009,/0189:4-15
ADGYA3SIAT1R,U12,APID0009,/0191:4-15
ADGYA4ORGT1R,U12,APID0009,/0193:4-15
ADGYA4SIAT1R,U12,APID0009,/0195:4-15
ADITR1C1,S16,APID0020,/0225
ADITR1C2,S16,APID0020,/0227
ADITR1C3,S16,APID0020,/0229
ADITR2C1,S16,APID0020,/0231
ADITR2C2,S16,APID0020,/0233
ADITR2C3,S16,APID0020,/0235
ADITR3C1,S16,APID0020,/0237
ADITR3C2,S16,APID0020,/0239
ADITR3C3,S16,APID0020,/0241
ADMGA1DUF,D1,APID0000,/0128:7
ADMGA1DUF,D1,APID0001,/0121:2
ADMGA1DUF,D1,APID0088,/0072:4
ADMGA2DUF,D1,APID0000,/0129:0
ADMGA2DUF,D1,APID0001,/0121:3
ADMGA2DUF,D1,APID0088,/0072:5
ADMGA3DUF,D1,APID0000,/0129:1
ADMGA3DUF,D1,APID0001,/0121:4
ADMGA3DUF,D1,APID0088,/0072:6
ADMGA4DUF,D1,APID0000,/0129:2
ADMGA4DUF,D1,APID0001,/0121:5
ADMGA4DUF,D1,APID0088,/0072:7
ADMGA5DUF,D1,APID0000,/0129:3
ADMGA5DUF,D1,APID0001,/0121:6
ADMGA5DUF,D1,APID0088,/0073:0
ADMGA6DUF,D1,APID0000,/0129:4
ADMGA6DUF,D1,APID0001,/0121:7
ADMGA6DUF,D1,APID0088,/0073:1
ADMGA1VR,D1,APID0008,/0094:0
ADMGA2VR,D1,APID0008,/0094:1
ADMGA3VR,D1,APID0008,/0094:2
ADMGA4VR,D1,APID0008,/0094:3
ADMGA5VR,D1,APID0008,/0094:4
ADMGA6VR,D1,APID0008,/0094:5
ADMGA1TD,D1,APID0008,/0094:6
ADMGA2TD,D1,APID0008,/0094:7
ADMGA3TD,D1,APID0008,/0095:0
ADMGA4TD,D1,APID0008,/0095:1
ADMGA5TD,D1,APID0008,/0095:2
ADMGA6TD,D1,APID0008,/0095:3
ADMGA1DS,D1,APID0008,/0095:4
ADMGA2DS,D1,APID0008,/0095:5
ADMGA3DS,D1,APID0008,/0095:6
ADMGA4DS,D1,APID0008,/0095:7
ADMGA5DS,D1,APID0008,/0096:0
ADMGA6DS,D1,APID0008,/0096:1
ADMGA1RF,S16,APID0020,/0255
ADMGA2RF,S16,APID0020,/0257
ADMGA3RF,S16,APID0020,/0259
ADMGA4RF,S16,APID0020,/0261
ADMGA5RF,S16,APID0020,/0263
ADMGA6RF,S16,APID0020,/0265
ADMGA1AF,S16,APID0009,/0028
ADMGA2AF,S16,APID0009,/0030
ADMGA3AF,S16,APID0009,/0032
ADMGA4AF,S16,APID0009,/0034
ADMGA5AF,S16,APID0009,/0036
ADMGA6AF,S16,APID0009,/0038
ADMMFST,D2,APID0000,/0131:0-1
ADMMFST,D2,APID0001,/0132:0-1
ADMMFST,D2,APID0088,/0071:5-6
ADMMFX,S16,APID0000,/0115
ADMMFX,S16,APID0001,/0038
ADMMFX,S16,APID0088,/0038
ADMMFY,S16,APID0000,/0117
ADMMFY,S16,APID0001,/0040
ADMMFY,S16,APID0088,/0040
ADMMFZ,S16,APID0000,/0119
ADMMFZ,S16,APID0001,/0042
ADMMFZ,S16,APID0088,/0042
ADMSST,D2,APID0000,/0132:0-1
ADMSST,D2,APID0001,/0132:2-3
ADMSST,D2,APID0088,/0073:2-3
ADMSUNVX,S16,APID0000,/0121
ADMSUNVX,S16,APID0001,/0044
ADMSUNVX,S16,APID0088,/0044
ADMSUNVY,S16,APID0000,/0123
ADMSUNVY,S16,APID0001,/0046
ADMSUNVY,S16,APID0088,/0046
ADMSUNVZ,S16,APID0000,/0125
ADMSUNVZ,S16,APID0001,/0048
ADMSUNVZ,S16,APID0088,/0048
ADPVALID,D1,APID0009,/0223:3
ADRADIUSV,D1,APID0009,/0223:4
ADSPEEDV,D1,APID0009,/0223:5
ADOSTATE,D1,APID0009,/0223:6
ADOSTATE,D1,APID0012,/0122:6
ADICVVAL,D1,APID0009,/0223:7
ADICVVAL,D1,APID0012,/0122:7
ADCIMETHOD,D2,APID0008,/0096:4-5
ADCIMETHOD,D2,APID0012,/0123:0-1
ADIMETHOD,D2,APID0008,/0096:6-7
ADIMETHOD,D2,APID0012,/0123:2-3
ADATTVALID,D1,APID0000,/0153:4
ADATTVALID,D1,APID0001,/0099:7
ADNPOSX,S24,APID0008,/0097
ADNPOSY,S24,APID0008,/0100
ADNPOSZ,S24,APID0008,/0103
ADNVELX,S24,APID0008,/0106
ADNVELY,S24,APID0008,/0109
ADNVELZ,S24,APID0008,/0112
ADENERGYF,D1,APID0020,/0198:6
ADBETAANG,S16,APID0020,/0243
ADSEC2NOON,S16,APID0020,/0071
ADSEC2ECL,S16,APID0020,/0073
ADSEC2SUN,S16,APID0020,/0075
ADUTVALID,D1,APID0020,/0198:5
ADIMAGX,S16,APID0008,/0115
ADIMAGY,S16,APID0008,/0117
ADIMAGZ,S16,APID0008,/0119
ADISUNX,S16,APID0009,/0224
ADISUNY,S16,APID0009,/0226
ADISUNZ,S16,APID0009,/0228
ADIMOONX,S16,APID0009,/0262
ADIMOONY,S16,APID0009,/0264
ADIMOONZ,S16,APID0009,/0266
ADMVST,D1,APID0008,/0392:0
ADRW1OS,D1,APID0008,/0317:0
ADRW2OS,D1,APID0008,/0317:1
ADRW3OS,D1,APID0008,/0317:2
ADRW4OS,D1,APID0008,/0317:3
ADRWMATRIX,D3,APID0008,/0347:4-6
ADRW1SDIR,S16,APID0001,/0050
ADRW1SDIR,S16,APID0008,/0356
ADRW1SDIR,S16,APID0088,/0050
ADRW2SDIR,S16,APID0001,/0052
ADRW2SDIR,S16,APID0008,/0358
ADRW2SDIR,S16,APID0088,/0052
ADRW3SDIR,S16,APID0001,/0054
ADRW3SDIR,S16,APID0008,/0360
ADRW3SDIR,S16,APID0088,/0054
ADRW4SDIR,S16,APID0001,/0056
ADRW4SDIR,S16,APID0008,/0362
ADRW4SDIR,S16,APID0088,/0056
ADRW1TCMD,S16,APID0001,/0058
ADRW1TCMD,S16,APID0008,/0293
ADRW1TCMD,S16,APID0088,/0058
ADRW2TCMD,S16,APID0001,/0060
ADRW2TCMD,S16,APID0008,/0295
ADRW2TCMD,S16,APID0088,/0060
ADRW3TCMD,S16,APID0001,/0062
ADRW3TCMD,S16,APID0008,/0297
ADRW3TCMD,S16,APID0088,/0062
ADRW4TCMD,S16,APID0001,/0064
ADRW4TCMD,S16,APID0008,/0299
ADRW4TCMD,S16,APID0088,/0064
ADRW1RSP,S15,APID0008,/0348:1-15
ADRW2RSP,S15,APID0008,/0350:1-15
ADRW3RSP,S15,APID0008,/0352:1-15
ADRW4RSP,S15,APID0008,/0354:1-15
ADRW1MRATE,S16,APID0008,/0301
ADRW2MRATE,S16,APID0008,/0303
ADRW3MRATE,S16,APID0008,/0305
ADRW4MRATE,S16,APID0008,/0307
ADRW1TRQF,S16,APID0008,/0309
ADRW2TRQF,S16,APID0008,/0311
ADRW3TRQF,S16,APID0008,/0313
ADRW4TRQF,S16,APID0008,/0315
ADRW1MTRT,U12,APID0008,/0369:4-15
ADRW2MTRT,U12,APID0008,/0371:4-15
ADRW3MTRT,U12,APID0008,/0373:4-15
ADRW4MTRT,U12,APID0008,/0375:4-15
ADRW1NULLT,S16,APID0008,/0322
ADRW2NULLT,S16,APID0008,/0324
ADRW3NULLT,S16,APID0008,/0326
ADRW4NULLT,S16,APID0008,/0328
ADRW1MOMERR,S16,APID0008,/0330
ADRW2MOMERR,S16,APID0008,/0332
ADRW3MOMERR,S16,APID0008,/0334
ADRW4MOMERR,S16,APID0008,/0336
ADRW1MOMF,D1,APID0008,/0338:0
ADRW2MOMF,D1,APID0008,/0338:1
ADRW3MOMF,D1,APID0008,/0338:2
ADRW4MOMF,D1,APID0008,/0338:3
ADRW1TC1,S8,APID0008,/0318
ADRW2TC1,S8,APID0008,/0319
ADRW3TC1,S8,APID0008,/0320
ADRW4TC1,S8,APID0008,/0321
ADSTAST,D2,APID0008,/0122:0-1
ADSTRATEST,D2,APID0008,/0122:2-3
ADSTAEST,D2,APID0008,/0122:4-5
ADSTSOLNST,D1,APID0012,/0121:6
ADSTSOLNST,D1,APID0020,/0198:4
ADSTAQ1,S16,APID0008,/0014
ADSTAQ2,S16,APID0008,/0016
ADSTAQ3,S16,APID0008,/0018
ADSTAQ4,S16,APID0008,/0020
ADST1CNT,U3,APID0008,/0022:0-2
ADST2CNT,U3,APID0008,/0022:3-5
ADSTRATEX,S16,APID0008,/0023
ADSTRATEY,S16,APID0008,/0025
ADSTRATEZ,S16,APID0008,/0027
ADSTMAXRES,S16,APID0008,/0029
ADST1CST,D3,APID0008,/0031:0-2
ADST2CST,D3,APID0008,/0031:3-5
ADST1CIDST,D2,APID0008,/0121:0-1
ADST2CIDST,D2,APID0008,/0121:2-3
ADSTQUEST,D2,APID0008,/0121:4-5
ADST2GUIDE,D2,APID0008,/0121:6-7
ADSTIDITER,U16,APID0009,/0230
ADST1CCNT,U8,APID0009,/0232
ADST2CCNT,U8,APID0009,/0233
ADSTAR1,U16,APID0009,/0040
ADSTAR2,U16,APID0009,/0042
ADSTAR3,U16,APID0009,/0044
ADSTAR4,U16,APID0009,/0046
ADSTAR5,U16,APID0009,/0048
ADSTAR6,U16,APID0009,/0050
ADSTAR7,U16,APID0009,/0052
ADSTAR8,U16,APID0009,/0054
ADSTAR9,U16,APID0009,/0056
ADSTAR10,U16,APID0009,/0058
ADST1PWA,D1,APID0007,/0658:0
ADST1PWA,D1,APID0012,/0131:0
ADST1PWB,D1,APID0007,/0663:4
ADST1PWB,D1,APID0012,/0131:2
ADST1CCDT,S16,APID0009,/0234
ADST1BPT,S16,APID0009,/0236
ADST1LT,S16,APID0009,/0238
ADST1P8V,S8,APID0009,/0240
ADST1M9V,S8,APID0009,/0241
ADST1P4V,S8,APID0009,/0242
ADST1M5V,S8,APID0009,/0243
ADST1BGLVL,S16,APID0008,/0123
ADST1FFCNT,U8,APID0008,/0125
ADST1FACNT,U8,APID0008,/0126
ADST2PWA,D1,APID0007,/0659:5
ADST2PWA,D1,APID0012,/0131:1
ADST2PWB,D1,APID0007,/0665:1
ADST2PWB,D1,APID0012,/0131:3
ADST2CCDT,S16,APID0009,/0244
ADST2BPT,S16,APID0009,/0246
ADST2LT,S16,APID0009,/0248
ADST2P8V,S8,APID0009,/0250
ADST2M9V,S8,APID0009,/0251
ADST2P4V,S8,APID0009,/0252
ADST2M5V,S8,APID0009,/0253
ADST2BGLVL,S16,APID0008,/0127
ADST2FFCNT,U8,APID0008,/0129
ADST2FACNT,U8,APID0008,/0130
ADST1DL1,U16,APID0015,/0014
ADST1PU1,D1,APID0015,/0016:0
ADST1IU1,D1,APID0015,/0016:1
ADST1BG1,D1,APID0015,/0016:3
ADST1RAM1,D1,APID0015,/0016:4
ADST1ROM1,D1,APID0015,/0016:5
ADST1S5I1,D1,APID0015,/0016:6
ADST1S4I1,D1,APID0015,/0016:7
ADST1S3I1,D1,APID0015,/0017:0
ADST1S2I1,D1,APID0015,/0017:1
ADST1S1I1,D1,APID0015,/0017:2
ADST1S5T1,D1,APID0015,/0017:3
ADST1S4T1,D1,APID0015,/0017:4
ADST1S3T1,D1,APID0015,/0017:5
ADST1S2T1,D1,APID0015,/0017:6
ADST1S1T1,D1,APID0015,/0017:7
ADST1S5D1,D1,APID0015,/0018:0
ADST1S4D1,D1,APID0015,/0018:1
ADST1S3D1,D1,APID0015,/0018:2
ADST1S2D1,D1,APID0015,/0018:3
ADST1S1D1,D1,APID0015,/0018:4
ADST1FFS1,D1,APID0015,/0018:5
ADST1EEP1,D1,APID0015,/0018:6
ADST1US1,D1,APID0015,/0018:7
ADST1D1,D1,APID0015,/0019:0
ADST1SE1,D1,APID0015,/0019:1
ADST1SR1,D1,APID0015,/0019:2
ADST1WD1,D1,APID0015,/0019:3
ADST1DE1,D1,APID0015,/0019:4
ADST1DU1,D1,APID0015,/0019:5
ADST1RE1,D1,APID0015,/0019:6
ADST1RS1,D1,APID0015,/0019:7
ADST1MSG1,U16,APID0015,/0020
ADST1CMD1,U8,APID0015,/0022
ADST1RJT1,U8,APID0015,/0023
ADST1S1X1,S16,APID0015,/0024
ADST1S1Y1,S16,APID0015,/0026
ADST1S1IN1,S16,APID0015,/0028
ADST1S2X1,S16,APID0015,/0030
ADST1S2Y1,S16,APID0015,/0032
ADST1S2IN1,S16,APID0015,/0034
ADST1S3X1,S16,APID0015,/0036
ADST1S3Y1,S16,APID0015,/0038
ADST1S3IN1,S16,APID0015,/0040
ADST1S4X1,S16,APID0015,/0042
ADST1S4Y1,S16,APID0015,/0044
ADST1S4IN1,S16,APID0015,/0046
ADST1S5X1,S16,APID0015,/0048
ADST1S5Y1,S16,APID0015,/0050
ADST1S5IN1,S16,APID0015,/0052
ADST1S5XCODE1,D3,APID0015,/0110:0-2
ADST1S4XCODE1,D3,APID0015,/0110:3-5
ADST1S3XCODE1,D3,APID0015,/0110:6-8
